"","Province","Region","Product","SubProduct","Finance","Segment","Purpose","InstallmentType","Performa","Provision","ClassPercent","TotalAc","classification"
"7303","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7304","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7305","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7307","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","50","1","DOUBTFUL"
"7309","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","50","1","DOUBTFUL"
"7310","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7311","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","50","1","DOUBTFUL"
"7312","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","50","1","DOUBTFUL"
"7316","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","50","1","DOUBTFUL"
"7317","Sindh","19","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","50","1","DOUBTFUL"
"7318","Sindh","19","saibaan","mortgage loans","demand finance nbp saiban (construction)","construction / real estate","fixed investments","monthly","0","6","25","1","SUB/STANDARD"
"7319","Sindh","19","sme","small enterprise","running finance a/c.","others","working capital","monthly","0","6","25","1","SUB/STANDARD"
"7346","Sindh","20","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","others","working capital","monthly","2","7","50","1","DOUBTFUL"
"7347","Sindh","20","saibaan","mortgage loans","demand finance nbp saiban (construction)","others","working capital","monthly","0","5","25","1","SUB/STANDARD"
"7348","Sindh","20","staff loan","staff loan","staff motor car/ motor cycle finance  account","services","working capital","monthly","0","4","50","1","DOUBTFUL"
"7349","Sindh","20","staff loan","staff loan","staff computer loan account","services","working capital","monthly","0","2","50","1","DOUBTFUL"
"7350","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7351","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7352","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7353","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7354","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7355","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7356","Sindh","20","staff loan","staff loan","staff motor car/ motor cycle finance  account","staff loans","working capital","monthly","0","5","50","1","DOUBTFUL"
"7357","Sindh","20","staff loan","staff loan","staff computer loan account","staff loans","working capital","monthly","0","2","50","1","DOUBTFUL"
"7358","Sindh","20","staff loan","staff loan","staff house building finance account","staff loans","working capital","monthly","0","5","50","1","DOUBTFUL"
"7359","Sindh","20","saibaan","mortgage loans","demand finance nbp saiban (construction)","others","working capital","monthly","0","1","0","1","OAEM"
"7360","Sindh","20","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","others","working capital","monthly","0","1","0","1","OAEM"
"7364","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7365","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7366","Sindh","20","staff loan","staff loan","staff motor car/ motor cycle finance  account","individuals","working capital","monthly","0","5","50","1","DOUBTFUL"
"7369","Sindh","20","consumer","gold loan","demand finance gold a/c.","individuals","working capital","quarterly","0","1","25","1","SUB/STANDARD"
"7371","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7386","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7387","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7388","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7389","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7403","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","50","1","DOUBTFUL"
"7404","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","4","50","1","DOUBTFUL"
"7405","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","50","1","DOUBTFUL"
"7406","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","50","1","DOUBTFUL"
"7407","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7408","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","20","1","SUB/STANDARD"
"7409","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7410","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7411","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7412","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7413","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7414","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7415","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7416","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7417","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7418","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7419","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7420","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7421","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7423","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","50","1","DOUBTFUL"
"7425","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7426","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7427","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7428","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7467","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","4","50","1","DOUBTFUL"
"7468","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","50","1","DOUBTFUL"
"7469","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","20","1","SUB/STANDARD"
"7470","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7471","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7472","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","20","1","SUB/STANDARD"
"7473","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","20","1","SUB/STANDARD"
"7474","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7475","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","20","1","SUB/STANDARD"
"7476","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7477","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7478","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7479","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7480","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","3","20","1","SUB/STANDARD"
"7481","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7482","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","lumpsum","0","1","0","1","OAEM"
"7483","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","lumpsum","0","1","0","1","OAEM"
"7484","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","lumpsum","0","1","0","1","OAEM"
"7485","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","lumpsum","0","1","0","1","OAEM"
"7486","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","lumpsum","0","1","0","1","OAEM"
"7489","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7490","KPK","21","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"7491","KPK","21","agriculture","farm credit for inputs","agriculture finance gold a/c.","others","working capital","annually","0","1","0","1","OAEM"
"7492","KPK","21","agriculture","farm credit for inputs","agriculture finance gold a/c.","others","working capital","annually","0","1","0","1","OAEM"
"7493","KPK","21","agriculture","farm credit for inputs","agriculture finance gold a/c.","others","working capital","annually","0","1","0","1","OAEM"
"7494","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7495","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7496","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7497","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7498","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7499","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7500","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7501","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7502","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7503","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7504","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7505","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7506","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7507","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7508","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7509","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7510","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7511","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7512","KPK","21","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","1","DOUBTFUL"
"7590","KPK","22","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","2","20","1","SUB/STANDARD"
"7614","KPK","24","saibaan","mortgage loans","demand finance nbp saiban (improvement)","others","fixed investments","monthly","0","5","25","1","SUB/STANDARD"
"7615","KPK","24","sme","small enterprise","running finance a/c.","food & allied","working capital","annually","0","4","10","1","OAEM"
"7617","KPK","24","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","3","50","1","DOUBTFUL"
"7622","KPK","24","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","3","50","1","DOUBTFUL"
"7631","KPK","24","staff loan","staff loan","staff motor car/ motor cycle finance  account","staff loans","fixed investments","monthly","0","5","50","1","DOUBTFUL"
"1","Punjab","1","sme","small enterprise","finance against imported merchandise","individuals","working capital","monthly","6","4","100","1","LOSS"
"2","Punjab","1","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"3","Punjab","1","commercial","trade bills","bills of exchange a/c.","others","working capital","monthly","6","7","100","1","LOSS"
"4","Punjab","1","commercial","trade bills","bills of exchange a/c.","others","working capital","monthly","6","7","100","1","LOSS"
"5","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"6","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"7","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"8","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (improvement)","individuals","working capital","monthly","6","6","100","1","LOSS"
"9","Punjab","1","sme","small enterprise","packing finance part i.","general traders","working capital","monthly","6","7","100","1","LOSS"
"10","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"11","Punjab","1","sme","small enterprise","cash credit a/c.","textile spining/weaving","working capital","monthly","6","6","100","1","LOSS"
"12","Punjab","1","sme","small enterprise","cash credit a/c.","textile spining/weaving","working capital","monthly","0","6","100","1","LOSS"
"13","Punjab","1","sme","small enterprise","cash credit a/c.","textile spining/weaving","working capital","monthly","0","6","100","1","LOSS"
"14","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"15","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"16","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"17","Punjab","1","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"18","Punjab","1","cmg ho","corporate","demand finance a/c.","synthetic & rayon","working capital","monthly","6","7","100","1","LOSS"
"19","Punjab","1","cmg ho","corporate","demand finance a/c.","synthetic & rayon","working capital","monthly","0","7","100","1","LOSS"
"20","Punjab","1","cmg ho","corporate","demand finance a/c.","synthetic & rayon","working capital","monthly","0","7","100","1","LOSS"
"21","Punjab","1","cmg ho","corporate","bills of exchange a/c.","synthetic & rayon","working capital","monthly","6","7","100","1","LOSS"
"22","Punjab","1","cmg ho","corporate","bills of exchange a/c.","synthetic & rayon","working capital","monthly","6","7","100","1","LOSS"
"23","Punjab","1","cmg ho","corporate","bills of exchange a/c.","synthetic & rayon","working capital","monthly","6","7","100","1","LOSS"
"24","Punjab","1","cmg ho","corporate","running finance a/c.","synthetic & rayon","working capital","quarterly","0","7","100","1","LOSS"
"25","Punjab","1","sme","small enterprise","packing finance part i.","others","working capital","monthly","6","7","100","1","LOSS"
"26","Punjab","1","commercial","trade bills","foreign bill purchased/negotiated a/c.","others","working capital","monthly","6","6","100","1","LOSS"
"27","Punjab","1","sme","small enterprise","running finance a/c.","services","working capital","monthly","6","7","100","1","LOSS"
"28","Punjab","1","sme","small enterprise","packing finance part i.","textile composite","working capital","monthly","6","7","100","1","LOSS"
"29","Punjab","1","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","6","100","1","LOSS"
"30","Punjab","1","sme","small enterprise","pcd","individuals","working capital","monthly","6","6","100","1","LOSS"
"31","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"32","Punjab","1","consumer","mortgage loans","housing finance investment a/c.","individuals","working capital","monthly","6","6","100","1","LOSS"
"33","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"34","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"35","Punjab","1","sme","small enterprise","cash finance a/c.","shoes & leather products","working capital","monthly","6","7","100","1","LOSS"
"36","Punjab","1","sme","small enterprise","cash finance a/c.","shoes & leather products","working capital","monthly","6","7","100","1","LOSS"
"37","Punjab","1","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","6","100","1","LOSS"
"38","Punjab","1","cmg ho","corporate","bills of exchange a/c.","food & allied","working capital","monthly","6","6","100","1","LOSS"
"39","Punjab","1","cmg ho","corporate","bills of exchange a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"40","Punjab","1","cmg ho","corporate","bills of exchange a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"41","Punjab","1","cmg ho","corporate","demand finance a/c.","cement","fixed investments","quarterly","0","2","100","1","LOSS"
"42","Punjab","1","commercial","commercial upto 100m","running finance a/c.","general traders","working capital","monthly","6","6","100","1","LOSS"
"43","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (improvement)","individuals","working capital","monthly","6","6","100","1","LOSS"
"44","Punjab","1","sme","small enterprise","cash credit a/c.","textile spining/weaving","working capital","monthly","6","6","100","1","LOSS"
"45","Punjab","1","sme","small enterprise","cash credit a/c.","textile spining/weaving","working capital","monthly","0","6","100","1","LOSS"
"46","Punjab","1","commercial","commercial upto 100m","running finance a/c.","others","working capital","monthly","6","6","100","1","LOSS"
"47","Punjab","1","sme","small enterprise","running finance a/c.","services","working capital","monthly","6","6","100","1","LOSS"
"48","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","5","100","1","LOSS"
"49","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (improvement)","individuals","working capital","monthly","6","7","100","1","LOSS"
"50","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"51","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"52","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (improvement)","individuals","working capital","monthly","6","5","100","1","LOSS"
"53","Punjab","1","sme","small enterprise","small finance a/c.","general traders","working capital","monthly","6","6","100","1","LOSS"
"54","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","0","5","100","1","LOSS"
"55","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"56","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"57","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","7","100","1","LOSS"
"58","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"59","Punjab","1","commercial","commercial above 100m","packing finance part i.","general traders","working capital","monthly","6","7","100","1","LOSS"
"60","Punjab","1","sme","small enterprise","packing finance part i.","others","working capital","monthly","6","6","100","1","LOSS"
"61","Punjab","1","sme","small enterprise","i.d.a. loan a/c.","metal products","working capital","monthly","6","6","100","1","LOSS"
"62","Punjab","1","sme","small enterprise","cash credit a/c.","textile spining/weaving","working capital","monthly","6","6","100","1","LOSS"
"63","Punjab","1","sme","small enterprise","cash credit a/c.","textile spining/weaving","working capital","monthly","0","6","100","1","LOSS"
"64","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"65","Punjab","1","sme","small enterprise","bills of exchange a/c.","others","working capital","monthly","6","6","100","1","LOSS"
"66","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"67","Punjab","1","sme","small enterprise","i.d.a. loan a/c.","agri business/agriculture","working capital","monthly","6","5","100","1","LOSS"
"68","Punjab","1","sme","small enterprise","cash finance a/c.","sports goods","working capital","monthly","0","3","100","1","LOSS"
"69","Punjab","1","sme","small enterprise","packing finance part i.","sports goods","working capital","monthly","0","6","100","1","LOSS"
"70","Punjab","1","sme","small enterprise","foreign bill purchased/negotiated a/c.","sports goods","working capital","monthly","6","6","100","1","LOSS"
"71","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"72","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"73","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"74","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"75","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"76","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","3","100","1","LOSS"
"77","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"78","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"79","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"81","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"82","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","3","100","1","LOSS"
"83","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"84","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"85","Punjab","1","sme","small enterprise","cash credit a/c.","textile composite","working capital","monthly","6","6","100","1","LOSS"
"86","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","3","100","1","LOSS"
"87","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"88","Punjab","1","sme","small enterprise","cash credit a/c.","others","working capital","monthly","0","6","100","1","LOSS"
"89","Punjab","1","sme","small enterprise","packing finance part i.","textile composite","working capital","monthly","6","6","100","1","LOSS"
"90","Punjab","1","commercial","commercial","cash finance a/c.","others","working capital","monthly","6","7","100","1","LOSS"
"92","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","5","100","1","LOSS"
"93","Punjab","1","sme","small enterprise","small finance a/c.","transportation services","working capital","monthly","6","7","100","1","LOSS"
"94","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"95","Punjab","1","sme","small enterprise","packing finance part i.","shoes & leather products","working capital","monthly","6","6","100","1","LOSS"
"96","Punjab","1","commercial","commercial","cash finance a/c.","construction / real estate","working capital","monthly","6","7","100","1","LOSS"
"97","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"98","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"99","Punjab","1","sme","small enterprise","packing finance part i.","general traders","working capital","monthly","6","7","100","1","LOSS"
"100","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"101","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"102","Punjab","1","sme","small enterprise","running finance a/c.","general traders","working capital","monthly","6","7","100","1","LOSS"
"103","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"104","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"105","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"106","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"107","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (improvement)","individuals","working capital","monthly","6","6","100","1","LOSS"
"108","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"109","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"110","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"111","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"112","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"113","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"114","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (improvement)","individuals","working capital","monthly","6","7","100","1","LOSS"
"115","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
